yaw,pitch,roll
44.62,58.35,-45.17
47.64,57.46,-66.85
46.95,55.1,-70.2
45.86,53.68,-68.82
44.87,52.71,-68.39
46.59,52.26,-76.21
47.5,51.22,-81.11
45.73,50.32,-77.15
44.37,50.62,-68.65
41.94,47.16,-53.02
41.28,19.15,-20.86
64.36,-61.8,23.75
72.69,-116.36,123.17
67.72,-120.44,119.65
48.01,-34.46,29.16
46,28.98,-6.13
50.9,51.75,-34.96
46.07,44.62,-35.15
37.68,11.51,-19.36
42.72,-31.03,-8.08
50.56,-41.87,-11.12
57.52,-43.2,-17.03
73.32,-65.4,-2.22
78.89,-105.98,116.03
72.59,-122.63,130.19
64.01,-116.92,94.78
49.39,-19.13,18.18
51.81,29.15,1.43
54.59,45.76,-11.18
59.34,62.75,-44.27
55.76,59.89,-62.69
48.22,48.13,-44.63
43.3,32.31,-31.79
48.14,-24.03,-12.07
54.14,-37.25,-7.03
63.94,-43.86,-7.8
69.55,-55.27,2.25
70.72,-69.17,37
67.36,-67.73,85.99
59.1,-59.67,79.66
54.69,-19.5,24.08
61.2,37.89,-1.56
63.89,63.32,-43.3
59.5,60.72,-75.33
53.71,53.59,-64.85
50.6,26,-32.14
61.47,-28.09,-12.72
67.07,-49.09,0.78
68.95,-50.22,7
71.29,-59.04,28.85
61.64,-56.42,61.56
57.47,-38.6,49.56
72.16,21.23,23.46
71.75,53.85,-3.64
65.69,64.71,-53.25
61.32,61.74,-78.24
60.67,59,-61.54
60.95,53.83,-42.83
61.05,48.99,-32.52
60.12,46.24,-29.37
56.85,48.46,-43.01
52.73,49.72,-61.26
50.47,48.46,-65.98
52.07,48.12,-60.59
53.74,47.28,-55.08
54.85,46.77,-52.49
55.73,46.6,-50.85
56.17,46.49,-51.04
56.63,45.77,-50.47
57.66,45.51,-49.25
58.18,45.78,-49.05
58.67,45.41,-48.27
58.55,44.65,-48.65
61.3,36.71,-37.31
71.52,15.76,-17.83
80.99,-30.63,3.24
74.32,-72.7,73.88
67.29,-112.61,90.84
70.17,-45.15,37.4
71.47,5.95,4.2
66.87,38.8,-19.6
62.57,37.18,-26.84
61.56,14.8,-20.29
67.52,-23.02,-8.58
71.32,-39.63,-4.02
77.5,-39.81,-11.09
84.27,-56.94,-2.25
73.91,-73.16,74.11
62.78,-116.94,98.35
59.45,-57.76,78.6
72.55,-17.7,21.25
77.18,33.28,0.83
73.61,53.87,-18.23
69.94,61.44,-37.25
65.42,54.08,-36.93
62.26,45.2,-34.87
60.94,31.48,-28.65
74.42,-26.74,-10.16
77.67,-33.02,-8.25
81.71,-36.79,-8.12
83.01,-39.5,-8.21
85.46,-44.19,-6.56
78.44,-59.05,23.49
66.9,-60.21,57.99
62.9,-53.99,58.56
80.08,5.63,14.17
80.39,47.51,-7.5
71.91,66.09,-51.59
63.98,62.97,-78.83
60.05,57.53,-73.69
61.99,44.84,-46.95
75.97,3.61,-19.78
82.63,-44.38,-1.61
79.33,-50.64,13.61
84.51,-36.1,10.08
87.41,-25.33,6.78
87.94,-12.74,1.86
91.13,-11.71,-0.31
88.12,-23.44,17.99
75.88,-26.88,39.26
76.29,-18.05,36.37
84.34,2.28,23.34
83.38,21.53,10.08
79.6,32,0.36
75.18,44.84,-15.87
62.27,56.29,-59.53
48.78,130.85,-96.74
43.07,136.95,-105.27
43.25,136.39,-104.71
45.59,133.62,-99.64
49.12,130.7,-91.11
51.9,50.09,-80.62
51.53,48.74,-76.18
51.46,48.04,-74.3
53.73,47.9,-67.47
56.83,47.49,-60.26
58.27,46.72,-56.25
58.46,45.71,-51.86
57.61,44.79,-52
58.2,43.92,-49.99
59.57,43.17,-46.94
60.74,42.56,-45.3
60.79,43.23,-46.74
61.48,43.33,-47.67
64,40.96,-43.57
69.35,33.76,-35.3
84.38,12.31,-17.14
93.58,-23.67,0.41
73.35,-72.15,83.38
63.28,-115.61,94.34
85.73,-25.5,24.55
85.37,22.06,-1.29
77.64,40.7,-18.36
73.98,37.44,-22.03
73.84,18.72,-16.02
77.85,-18.36,-4.02
81.39,-45.74,0.04
81.68,-41.54,-5.3
85.39,-44.35,-5.22
81.08,-62.49,22.29
66.1,-65.08,83.33
56.18,-55.37,86.94
59.33,-54.91,75.33
61.11,-55.12,70.03
72.11,-39.88,35.74
84.77,20.63,5.44
80.85,47.38,-10.68
72.76,62,-40.2
67.09,57.76,-49.81
66.88,46.36,-38.26
75.26,11.26,-17.51
82.32,-27.08,-6.84
83.02,-26.17,-3.49
83.37,-20.9,-1.34
81.78,-17.63,-5.5
89.55,-24.47,-9.84
88.81,-37.73,6.5
78.65,-48.91,33.77
70.02,-48.93,49.77
79.87,-28.7,29.9
88.09,37.11,-0.66
74.58,65.47,-47.95
61.77,117.82,-95.72
54.8,124.43,-97.66
54.14,51.36,-79.39
64.85,34.69,-45.61
91.42,-22.64,-18.47
89.05,-47.77,-0.59
89.09,-48.15,13.42
95.49,-33.44,10.95
98.39,-19.66,7.08
96.47,5.55,-7.05
99.62,6.42,-14.58
100.82,-24.19,12.87
85.84,-32.81,39.72
82.58,-22.02,41.33
92.67,2.68,25.77
93,28.87,9.36
87.53,41.12,-3.96
85.67,43.14,-9.03
79.07,52.04,-27.69
67.22,57.67,-59.9
59.17,56.95,-81.46
55.41,124.44,-90.57
57.56,56.83,-87.45
56.89,56.54,-88.81
58.5,57.07,-85.86
62.91,56.34,-74.68
91.94,36.9,-29.03
111.44,-11.43,-3.79
98.84,-56.43,20.93
79.47,-65.5,60.27
78.17,-58.07,56.16
102.6,4.48,5.3
86.41,48.87,-25.84
74.78,54.96,-47.65
76.89,43.97,-39.44
89.69,11.01,-20.11
98.49,-28.03,-11.99
97.54,-29.05,-10.22
98.97,-21.55,-16.41
99.81,-28.06,-9.14
99.38,-34.3,-7.13
101.31,-45.75,-6.27
94.29,-61.59,11.74
89.43,-59.64,23.78
92.07,-47.89,14.05
94.41,-38.68,6.22
92.91,-43.49,18.23
79.43,-51.45,45.53
70.53,-48.66,58.21
72.57,-44.41,53.87
74.64,-40.94,48.67
75.15,-40.22,44.54
75.77,-39.86,41.53
89.57,-22.09,21.98
93.48,40.22,-5.52
83.32,60.66,-30.69
70.88,67.86,-74.62
61.84,117.15,-96.72
61.2,58.92,-80.75
67.7,51.21,-53.65
88.52,6.59,-18.85
95.71,-29.16,-11.53
100.8,-35.31,-11.33
99.56,-55.03,0.38
81.7,-71.25,49.71
67.64,-112.31,90.26
62.1,-61.74,88.7
76.94,-48.65,45.93
84.33,-37.96,33.72
92.16,-24.36,22.61
100.93,11.74,3.25
88.02,51.04,-23.74
71.62,63.67,-63.78
60.31,59.99,-88.6
59.93,55.87,-77.68
67.58,49.25,-56.25
83.09,29.2,-32.23
98.86,-18.87,-13.42
97.94,-44.91,-0.52
88.14,-58.61,36.19
83.92,-46.31,49.99
106.74,-0.15,24.55
98.84,44.98,2.02
82.03,57.59,-36.21
59.58,58.47,-86.55
55.3,55.04,-89.3
73.1,53.91,-56.43
87.28,45.05,-32.25
89.8,41.28,-27.09
90.26,39.5,-25.46
89.54,39.45,-26.7
80.24,45.88,-40.12
65.05,50.28,-63.25
58.48,50.04,-72.88
57.89,49.43,-73.85
57.13,49.38,-75.23
56.75,49.83,-76.86
55.94,49.91,-78.09
55.57,49.2,-77.1
60.18,48.6,-68.99
67.85,46.93,-56.63
74.4,44.04,-47.65
76.45,42.11,-45.16
79.97,40.07,-41.51
85.83,35.81,-33.93
88.01,34.64,-31.87
87.46,34.78,-32.42
88.61,34.29,-32.03
90.26,33.39,-31.48
88.3,35.24,-33.87
85.62,37.96,-37.52
84.56,39.52,-39.06
86.05,38.58,-37.33
89.39,35.62,-33.76
96.13,27.76,-26.7
106.96,4.5,-13.73
109.4,-34.6,-1.14
75.1,-103.19,99.24
36.29,-132.14,156.63
46.04,-120.13,129.01
110.92,-5.58,9.96
89.37,49.5,-26.18
74.57,54.71,-50.31
78.56,43.16,-41.01
95.36,9.7,-19.06
100.57,-42.08,-6.05
97.21,-68.93,2.72
69.69,-106.92,139.45
46.69,-124.51,144.17
56.58,-116.64,107.89
111.65,-23.56,20.69
112.83,21.64,0.35
96.85,48.9,-21.95
83.61,55.11,-42.17
86.66,47.16,-39.19
102.67,22.67,-24.64
113.26,-31.61,-12.68
104.51,-62.55,-3.47
81.19,-80.85,87.6
40.85,-122.69,138.22
40.8,-121.9,121.91
128.09,-11.96,16.01
121.49,28.63,-3.89
102.9,50.69,-29.32
88.54,54.41,-48.17
90.42,46.93,-46.63
105.14,32.26,-35.38
122.09,-6.9,-19
115.51,-40.44,-2.43
115.15,-36.39,10.37
123.63,-29.15,7.75
123.56,-21.23,9.32
122.68,-17.16,6.64
128.24,-21.97,-4.54
130.29,-34.12,9.33
116.84,-44.14,42.45
115.92,-35.73,42.97
120.61,-20.45,30.5
121.83,15.71,8.56
100.77,50.13,-33.23
67.22,55.6,-76.56
56.06,53.54,-87.18
60.24,52.94,-82
77.87,51.72,-63.17
92.13,48.41,-47.64
98.01,45.03,-41.49
95.12,45.87,-45.88
90.43,46.93,-52.12
90.56,47.17,-53.32
91.08,47.18,-54.15
88.45,48.14,-57.2
86.89,48.55,-59.18
92.51,47.66,-56.2
109.45,42.72,-45.34
120.59,37.48,-37.47
131.68,22.28,-24.45
138.58,-3.47,-11.53
110.8,-66.88,35.52
9.78,-131.24,145.96
16.39,-126.76,130.83
129.02,-39.44,32.62
129.45,30.26,-10.54
97.01,57.64,-52.11
88.14,54.28,-62.51
116.38,38.81,-42.8
133.67,-1.36,-20.26
128.94,-31.03,-11.24
113.91,-64.28,7.51
37.52,-117.61,135.13
7.3,-138.04,145.55
37.84,-120.13,105.59
144.92,3.19,12.89
138.32,35.3,-10.41
120.34,55.11,-39.23
110.31,55.63,-53.57
129.11,39.13,-36.01
141.05,-2.27,-17.46
132.96,-46.09,-7.22
92.74,-75.32,60.27
12.33,-123.36,126.15
141.91,-52.72,51.96
151.11,7.88,9.87
142.41,42.66,-13.52
133.95,55.19,-36.26
132.34,52.59,-44.78
141.63,39.24,-34.94
149.01,8.26,-20.99
142.78,-31.44,-8.47
128.39,-55.82,9.7
131.58,-59.7,15.81
157.32,-60.1,31.16
170.91,-54.2,43.16
163.74,-11.62,21.83
156.84,22.85,12.25
150.91,38.05,-4.68
138.8,57.38,-46.85
121.89,56.04,-76.87
132.15,54.18,-82.5
156.34,54.2,-78.15
164.33,53.38,-62.22
166.07,50.72,-54.77
159.6,48.05,-43.48
154.98,45.59,-39.55
156,44.22,-41.1
157.11,43.04,-39.23
155.82,42.17,-38.87
154.76,41.82,-38.67
157.73,40.17,-37.42
160.38,39.28,-37.54
164.43,37.82,-38
167.55,32.55,-31.88
170.16,33.08,-33.36
170.47,31,-31.04
168.34,-12.54,-5.79
-52.76,-114.56,124.48
-69.6,-123.01,119.42
174.68,-32.37,27.94
164.92,26.21,-3.58
161.04,45.29,-25.24
160,38.3,-28.42
158.85,18.42,-22.28
157.26,-21.33,-12.36
154.94,-26.22,-9.1
156.14,-34.84,-8.12
158.55,-53.04,4.06
158.86,-52.32,4.37
162.3,-50.46,5.16
178.54,-66.03,49.75
-83.52,-121.58,106.52
-98.95,-123.98,97.8
-179.14,-48.98,51.41
165.58,21.57,4.02
166.83,56.01,-27.25
179.64,63.23,-68.28
-174.97,58.11,-72.82
175.42,50.82,-55.59
169.7,38.07,-39.09
165.45,-7.72,-16.15
169.03,-6.19,-10.98
168.13,21.98,-14.62
166.52,38.21,-22.39
166.07,44.62,-30.25
164.83,41.84,-31.41
164.31,10.97,-18.41
155.54,-42.93,-4.02
127.3,-77.09,70.4
-34.47,-134.15,147.9
-49,-129.19,137.49
177.83,-10.8,12.56
174.43,40.66,-11.91
-178.14,57.86,-44.15
-179.93,53.78,-52.95
174.76,32.19,-31.41
171.32,-10.98,-16.45
166.82,-46.46,1.41
172.99,-45.07,15.1
-179.44,-30.76,10.2
-178.75,-24.16,11.51
178.19,-21.44,12.48
174.76,-22.2,10.01
171.6,-24,11.97
168.87,-27.66,10.66
172.38,-28.05,-4.34
-174.83,-41.61,19.03
-163.23,-41.1,53.26
-176.21,-27.62,44.12
169.95,-4.17,22.86
166.06,20.34,-3.52
175.69,28.85,-23.41
-178.81,41.21,-36.52
179.14,40.7,-35.32
177.65,40.86,-35.26
177.09,41.49,-35.97
-177.9,44.64,-40.88
-168.2,48.69,-53.34
-162.14,50.12,-61.65
-161.4,49.09,-60.19
-167.51,45.76,-48.8
-174.66,39.86,-36.22
-174.58,38.15,-34.06
-173.87,37.82,-34.65
-172.74,37,-33.65
-172.42,36.68,-32.97
-171.25,36.31,-32.3
-171.06,33.12,-28.78
-172.85,25.37,-21.78
-172.94,20.45,-17.98
-171.96,21.59,-18.49
-171.15,20.01,-17.14
-173.62,1.7,-7.18
-171.62,-35.44,17.77
-157.4,-48.59,53.75
-177.66,-20.03,31.46
174.99,36.01,2.48
-178.58,56.08,-26.34
178.57,48.67,-31.64
171.62,16.93,-15.05
171.97,-16.87,-10.01
171.15,-23.83,-14.14
175.49,-43.36,-7.66
-149.85,-69.48,48.63
-104.82,-117.18,98.78
-132.76,-57.69,81.74
-178.77,-16.65,21.67
179.58,32.86,1.38
-174.63,49.64,-13.71
-163.23,62.03,-41.8
-163.56,58.71,-52.37
-175.6,46.37,-34.78
176.42,5.34,-14.3
174.8,-49.98,-5.4
-134.75,-76.58,52.15
-72.67,-119.89,127.84
-135.85,-60.72,69.41
-174.55,15.59,7.44
-170.92,41.59,-8.55
-161.52,55.28,-29.15
-158.44,56.09,-45.46
-166.49,48.65,-39.72
-178.5,18.83,-19.63
-179.92,-37.36,-4
-171.92,-50.55,9.45
-153.62,-51.44,11.37
-133.23,-60.34,48.17
-147.09,-43.73,43.73
-167.88,10.82,14.98
-163.96,44.5,-22.36
-149.39,53.53,-54.67
-140.64,52.89,-73.08
-140.35,50.5,-76.95
-140.03,49.21,-79.3
-144.36,48.73,-72.88
-148.16,48.01,-62.95
-149.95,47.53,-59.88
-155.85,45.84,-52.53
-156.96,44.18,-50.17
-157.44,43.23,-48.91
-157.24,43.06,-48.49
-157.22,41.1,-45.53
-156.91,34.41,-36.08
-156.23,23.5,-26.82
-155.12,11.04,-16.91
-153.46,-5.63,-8.79
-143.61,-42.23,10.04
-128.58,-60.39,62.52
-150.01,-37.31,39.66
-160.62,14.39,8.73
-149.96,48.89,-17.72
-149.05,52.01,-33.32
-158.23,40.16,-29.99
-167.14,9.37,-16.08
-168.94,-16,-11.47
-163.36,-28.89,-10.11
-144.78,-55.46,8.72
-116.41,-69.13,75.74
-110.57,-120.07,107.03
-141.27,-44.61,44.87
-153.65,13.18,9.9
-143.74,47.96,-17.19
-135.65,58.28,-51.22
-141,52.9,-50.8
-153.97,36.46,-34.42
-158.37,-24.39,-13
-119.49,-72.81,15.17
-96.25,-109.87,124.22
-110.66,-113.2,97.95
-144.26,-8.85,11.93
-141.62,34.98,-10.63
-140.58,43.7,-25.97
-147.26,-14.67,-8.3
-119.91,-63.1,11.85
-103.1,-117.94,124.91
-134.56,-39.01,28.71
-133.78,41.7,-11.41
-124.21,61.34,-61.76
-131.82,53.77,-61.96
-141.58,37.39,-41.25
-145.14,4.51,-22.94
-140.87,-24.65,-11.53
-134.7,-43.96,3.57
-133.1,-42.61,13.4
-129.65,-25.13,8.55
-130.67,-10.43,1.79
-133.33,-8.9,-2.94
-127.9,-24.68,10.55
-132.59,-30.14,36.41
-138.13,-11.76,29.22
-137.54,18.58,14.2
-132.25,45.85,-17.08
-128.96,56.27,-56.92
-132.3,53.67,-55.02
-133.99,52.28,-53.48
-135.96,50.17,-52.56
-134.65,50.38,-67.59
-134.4,48.85,-78.62
-134.23,49.26,-75.35
-135.49,48.56,-64.35
-135.98,47.88,-61.34
-136.68,46.02,-57.03
-137.29,40.55,-44.37
-132.72,6.58,-11.31
-118.98,-56.63,39.28
-116.97,-63.52,79.41
-120.51,-58.46,58.36
-127.87,-42.27,40.99
-130.87,25,1.34
-124.36,56.91,-38.18
-129.69,52.22,-45.59
-139.07,32.84,-31.22
-136.89,-16.08,-15.74
-128.66,-35.62,-10.19
-113.46,-59.9,3.72
-104.85,-75.36,88.07
-110.56,-118.68,120.32
-124.31,-45.12,35.26
-123.64,28.07,-2.57
-122.88,55.64,-42.59
-127.59,53.82,-62.77
-133.22,39.54,-43.17
-126.88,-12.68,-19.29
-107.53,-57.12,-2.43
-113.39,-66.68,72.12
-123.68,-54.95,72.69
-117.67,11.32,15.3
-113.95,54.54,-19.35
-119.1,60.93,-63.04
-126.12,53.54,-66.35
-129.28,38,-43.09
-124.09,3.93,-23.18
-110.82,-35.51,-11.12
-105.62,-47.88,-2.56
-102.69,-51.3,16.4
-111.7,-46.04,42.04
-109.93,-16.72,29.34
-107.88,48.1,-10.12
-114.35,61.82,-57.9
-119.81,59,-76.76
-122.83,55.42,-74.76
-123.57,53.43,-70.39
-123.2,52.1,-66.63
-120.41,50.76,-57
-118.63,48.25,-50.4
-117.22,46.87,-47.38
-115.77,44.87,-44.39
-106.23,32.04,-30.76
-90.64,-1.8,-9.1
-89.91,-36.8,7.39
-107.21,-62.34,57.16
-112.4,-51.77,57.64
-93.26,1.23,13.09
-102.91,50.75,-25.69
-114.44,57.93,-58.86
-113.67,42.93,-40.77
-99.6,-8.77,-13.89
-92.46,-45.63,-4.07
-94.69,-72.29,24.18
-108.42,-107.98,117.41
-121.11,-119.65,121.75
-115.39,-62.35,80.56
-87.75,-8.82,12.83
-90.67,39.56,-7.22
-102.31,60.42,-36.34
-113.55,61.42,-67.4
-115.06,54.97,-60.44
-94.82,17.33,-25.43
-84.15,-31.17,-12.49
-88.93,-66.11,4.88
-108.61,-106.84,110.46
-123.75,-118.96,115.97
-77.77,-17.3,18.19
-78.72,32.75,-1.94
-100.97,59.49,-44.02
-113.09,57.75,-67.6
-114.12,52.36,-63.12
-93.07,27.4,-33.4
-78.66,-8.7,-18.65
-79.08,-40.55,-7.31
-80.53,-52.33,9.81
-86.02,-59.75,39.09
-73.91,-38.92,33.67
-65.11,7.39,10.59
-88.35,48.04,-27.22
-113.6,54.69,-68.72
-124.08,52.04,-82.51
-116.85,51.14,-70.14
-106.39,49.54,-55.63
-91.06,41.44,-35.3
-82.78,32.61,-22.02
-83.56,31.94,-21.54
-85.34,33.14,-23.13
-92.78,40.55,-33.97
-101.94,46.19,-46.79
-104.16,46.46,-50.08
-103.51,45.9,-50.09
-99.03,44.31,-45.51
-98.54,43.95,-45.39
-86.07,35.99,-34.43
-67.52,13.11,-16.91
-62.08,-20.95,-2.23
-64.31,-37.49,4.9
-68.01,-45.86,10.75
-94.32,-62.69,52.68
-79.72,-39.98,36.57
-68.29,27.77,-0.45
-90.47,58.55,-35.99
-101.54,60.46,-56.27
-91.96,44.68,-38.31
-70.18,-7.29,-12.75
-70.73,-40.28,-4.6
-84.08,-66.35,20.03
-108.84,-69.69,85.57
-111.04,-61.73,77.57
-66.06,-20.13,19.29
-72.85,40.88,-7.59
-89.95,56.9,-34.88
-103.8,57.78,-58.39
-101.54,52.36,-53.88
-73.05,22.18,-26.23
-62.35,-29.34,-11.72
-88.26,-74.53,37.42
-120.3,-111.82,107.69
-60.94,-40.41,21.54
-62.51,39.62,-18.28
-73.09,46.16,-31.16
-54.88,-18.46,-5.53
-64.03,-52.22,3.24
-116.18,-107.8,115.43
-107.07,-63.23,78.04
-55.1,32.93,-3.2
-88,62.18,-49.69
-108.93,58.86,-75.26
-88.57,48.86,-54.89
-58.37,24.39,-30.74
-52.38,-11.77,-14.92
-57.63,-34.12,-4.36
-49.13,-38.43,4.29
-44.73,-48.35,33.71
-35.77,-16.85,22.78
-42.24,19.74,5.68
-57.12,45.79,-20.42
-82.15,55.75,-55.33
-94,53.73,-69.07
-92.09,51.68,-68.31
-80.83,51.08,-62.28
-74.93,49.86,-58.22
-72.93,49.75,-57.08
-65.23,49.47,-54.19
-63.99,49.53,-53.62
-50.69,44.66,-44.75
-35.17,29.27,-26.55
-28.77,13.86,-17.51
-27.9,7.48,-13.84
-28.38,-24.79,-0.26
-45.17,-60.12,43.67
-35.95,-41.92,50.18
-40.75,16.51,9.67
-67.51,59.08,-37.65
-80.1,57.42,-55.97
-58.83,43.23,-41.23
-42.71,-0.9,-17.09
-49.29,-39.07,-3.96
-54.46,-62.07,8.85
-87.81,-75.05,70.57
-144.16,-113.87,107.86
177.45,-126.09,120.47
-53.38,-54.57,79.86
-28.4,9.26,12.34
-39.05,53.73,-24.12
-64.28,61.48,-62.5
-56.66,56.24,-60.58
-30.31,24.18,-28.28
-34.33,-36.92,-11.57
-72.62,-75.06,55.1
-171.47,-117.58,104.97
-20.43,-32.35,30.87
-26.34,29.46,1.99
-33.73,49.14,-16.89
-39.87,57.7,-38.96
-45.78,55.54,-53.14
-32.91,42.05,-39.91
-27.55,-3.73,-15.26
-32.07,-35.69,-1.32
-24.31,-44.6,9.39
0.32,-49.92,30.35
1.34,-35.8,37.16
-12.43,12.41,17.7
-17.03,45.79,-6.3
-12.65,54.61,-32.42
-10.89,54.46,-46.33
-6.88,53.03,-56.04
-8.55,50.9,-55.98
-7.24,48.61,-51.32
-7.63,45.88,-44.75
-10.3,41.19,-34.28
-10.54,38.92,-31.93
-10.17,38.5,-32.12
-9.25,36.55,-31.12
-7.07,37.65,-34.34
-5.08,38.33,-35.97
-3.96,14.65,-18.87
10.46,-54.19,27.9
50.44,-59,82.9
-2.77,-14.79,16.98
-4.12,37.8,-13.32
-2.26,47.78,-29.63
-6.2,41.21,-30.29
-12.72,10.7,-17.84
-13.77,-14.05,-16.92
-10.33,-34.01,-11.18
9.24,-63.31,23.56
62.95,-65.75,87.8
78.23,-120.4,103.33
46.13,-59.83,77.92
14.38,-48.04,38.84
-0.72,2.49,8.88
1.03,43.5,-12.79
11.99,59.78,-45.47
14.77,57.2,-57
9.25,51.33,-50.85
1.92,36.42,-35.06
-1.33,14.22,-23.07
0.56,23.46,-23.43
-0.61,29.26,-23.65
-0.58,33.91,-26.07
-2.86,31.65,-26.29
-6.8,17.46,-21.39
-11.02,-15.41,-11.99
-16.87,-54.81,1.71
121.72,-106.43,110.16
137.5,-131.86,147.17
132.91,-139.58,145.54
123.07,-140.69,139.57
17.11,-43.35,39.09
4.68,29.97,1.65
20.78,58.99,-35.9
32.78,60.18,-63.28
21.84,52.9,-58.72
7.46,38.81,-42.11
1.9,18.38,-29.55
2.32,18.53,-26.57
1.94,10.96,-19.39
2.14,10.3,-17.14
3.34,20.49,-21.28
3.9,30.45,-27.03
2.24,31.07,-30.12
-3.09,8.98,-22.09
-5.28,-26.34,-10.42
1,-55.36,11.14
21.98,-62.99,40.39
14.05,-40.95,13.3
15.83,-28.55,3.96
20.26,-32.68,11.85
29.45,-46.42,47.18
23.32,-39.24,61.33
8.72,-28.25,48.55
2.78,-18.35,32.76
1.17,4.56,12.67
4.47,25.8,-4.07
17.84,45.68,-29.47
34.52,55.73,-54.25
40.34,57.34,-60.96
36.56,56.03,-52.62
25.42,49.51,-35.86
24.46,46.66,-32.65
25.59,46.41,-33.9
26.15,44.47,-34.26
24.06,41.28,-30.93
20.58,26.93,-21.15
23.01,-37.72,19.92
49.65,-54.17,82.83
17.8,-24.64,33.04
17.11,34.64,-2
31.66,54.37,-37.73
19.11,37.99,-30.94
8.78,-8.3,-14.06
10.14,-22.43,-15.8
24.66,-45.24,-9.3
60.87,-70.42,64.2
59.11,-123.95,95.01
53.11,-130.33,95.47
24.34,-20.67,36.54
24.6,24.93,13.28
41.01,57.04,-12.52
54.97,67.57,-52.25
46.22,59.75,-50.72
33.31,42.64,-33.91
25.92,23.44,-24.71
24.33,-25.18,-10.03
29.19,-40.45,-1.02
32.27,-40.57,3.44
36.81,-45.89,11.79
35.93,-42.6,15.77
25.93,-4.84,5.18
26.71,24.49,-2
32.78,44.47,-11.73
37.97,54.07,-22.19
41.7,58.06,-32.87
39.31,56.04,-34.83
38.39,55.26,-34.81
37.26,54.65,-34.3
36.04,53.65,-34.23
35.3,53.47,-36.06
35.98,54.78,-44.01
32.15,51.29,-46.58
27.84,46.87,-39.98
22.97,36.15,-23.23
22.77,31.33,-16.73
26.32,43.18,-24.69
