yaw,pitch,roll
77.27,-40.83,-3.31
77.23,-59.56,12.46
75.9,-41.72,9.56
78.07,-28.74,4.1
78.25,-13.22,0.51
77.81,-2.4,-2.06
77.8,-2.96,-2.51
77.38,-4.67,-1.28
77.68,-3.14,-1.62
77.88,-1.69,-2.21
79.21,10.21,-7.03
79.74,22.49,-11.98
80.68,29.85,-14.55
82,31.87,-13.79
83.46,31.86,-13.64
85.05,30.22,-12.25
87.07,27.46,-10.45
89.21,24.09,-8.32
91.66,11.87,-1.81
89.67,-14.92,11.61
78.83,-38.25,30.5
73.66,-34.14,35.99
82.64,-2.38,20.2
85.53,41.27,2.93
80.8,64.68,-20.91
75.05,70.68,-53.11
71.6,61.49,-43.16
73.12,35.44,-20.89
77.23,1.54,-10.62
80.62,-10.16,-7.01
85.74,-17.97,-4.22
85.6,-40.77,10.01
76.96,-57.72,36.71
68.93,-58.74,58.11
67.13,-54.48,57.44
84.79,-14.43,22.56
88.89,34.65,3.45
78.53,66.15,-33.14
70.29,68.56,-72.73
65.61,65.02,-82.73
63.51,61.29,-73.42
63.03,56.49,-60.76
67.2,41.8,-36.16
76.76,8.13,-17.83
81.78,-25.97,-3.78
82.19,-26.11,1.32
83.19,-3.52,-3.62
83.07,8.44,-7.14
81.65,19.19,-11.96
80.64,22.31,-14.47
80.9,22.52,-15.37
80.15,26.29,-18.7
78.84,34.1,-24.36
79.48,37.61,-25.84
80.62,39.06,-26.31
81.4,31.35,-19.87
81.57,25.83,-15.97
82.62,26.58,-16.32
83.5,26.56,-15.95
84.35,25.55,-14.89
84.27,25.82,-15.24
84.02,26.76,-15.92
84.67,27.1,-15.83
87.77,23.33,-12.44
91.61,14.94,-8.78
96.17,-7.32,4.15
88.04,-43.33,25.37
75.78,-50.82,48.7
73.98,-40.45,46.05
92.01,3.56,19.68
90.49,39.91,2.59
84.18,59.74,-16.5
78.86,60.22,-29.79
77.27,51.56,-28.16
80.77,23.08,-15.77
86.22,-4.93,-10.68
89.53,-8.84,-9.99
94.51,-17.5,-4.11
92.55,-36.58,12.31
84.18,-51.05,30.53
77.57,-56.96,46.18
70.95,-57.89,60.64
64.73,-55.63,70.36
78.17,-39.68,43.73
98.94,7.83,16.83
96.82,35.83,1.8
88.2,56.68,-16.38
79.46,66.98,-42.65
71.88,65.55,-62.23
71.05,59.34,-53.51
75.09,47.34,-36.8
82.83,25.4,-21.99
89.48,-9.87,-5.74
90.84,-22.86,0.83
92.51,-5.8,-2.95
93.84,8.05,-8.1
95.49,15.55,-12.07
95.74,22.19,-15.94
95.07,26.55,-18.43
95.91,26.82,-16.15
96.88,23.56,-11.8
96.66,21.43,-10.05
96.11,19.66,-9.02
95.2,18.91,-8.9
93.53,20.81,-11.1
92.08,25.7,-17.11
89.32,32.32,-22.3
88.18,35.91,-25.02
87.75,38.27,-26.32
89.19,37.8,-25.06
91.02,37.13,-23.43
92.71,34.82,-20.76
95.43,32.56,-17.38
98.99,28.06,-12.53
104.23,15.19,-5.46
108.54,-3.14,1.63
108.5,-20.01,8.59
99.6,-39.35,23.82
88.98,-43.19,40.51
95.37,-26.33,30.86
102.51,7.55,13.78
99.45,35.5,-0.59
92.51,53.04,-14.55
81.82,65.63,-42.06
77.33,62.78,-50.55
85.83,43.25,-27.7
94.08,11.69,-14.56
97.93,-7.6,-11.25
99.69,-9.74,-9.97
103.15,-12.26,-6.58
103.07,-25.94,5.59
100.52,-33.24,17.9
96.43,-39.67,26.45
89.65,-46.04,36.16
80.53,-49.52,48.21
83.19,-38.93,45.47
102.35,-4.12,23.4
102.62,29.96,7.5
92.79,56.26,-10.87
79.81,72.12,-52.3
73.74,69.2,-67.56
72.82,62.72,-56.84
73.96,56.85,-47.63
83.2,34.92,-24.63
93.43,-0.07,-7.73
95.38,-11.9,-1.12
96.83,-0.54,-4.24
97.73,10.03,-7.64
95.82,22.61,-15.13
93.39,31.44,-22.86
91.27,35.89,-28.94
90.59,38.21,-30.31
90.83,38.46,-29.48
90.24,39.38,-29.92
92.2,39.12,-27.57
94.98,38.25,-24.89
96,36.98,-23.02
94.6,34.94,-22.1
95.15,33.97,-21.95
96.79,32.61,-20.25
98.14,32.07,-19.3
100.77,30.45,-17.73
104.06,27.65,-14.95
105.46,25.56,-13.55
108.77,17.69,-9.2
112.52,-7.04,-0.08
105.61,-39.14,15.21
84.81,-58.83,49.98
74.71,-56.44,64.69
100.37,-30.94,33.53
108.1,20.58,9.46
94.4,56.15,-14.85
83.91,66.04,-38.74
80,64.28,-46.75
83.99,53.17,-35.83
93.91,33.53,-23.28
101.19,3.02,-11.8
101.96,-12.4,-5.49
105.31,-12.2,-4.77
107.26,-22.41,4.5
101.97,-37.41,19.16
95.01,-43.58,34.1
86.32,-46.02,47.48
101.63,-25.13,30.76
97.67,-28.73,20.44
87.55,-56.08,32.08
66.91,-64.15,81.54
71.08,-55.94,63.28
109.5,15.85,13.64
102.28,46.97,-3.4
86.63,67.58,-36.08
73.91,70.1,-75.15
71.16,64.93,-71.63
72.87,59.9,-61.44
85.78,45.44,-36.4
102.24,13.07,-15.99
106.06,0.81,-8.48
106,16.85,-10.64
104.58,30.92,-15.35
103.75,33.59,-18.92
103.79,32.77,-20.12
101.93,34.88,-23.25
99.73,38.96,-27.13
98.57,41.04,-29.08
100.31,40.9,-27.83
102.78,40.52,-25.45
104.54,40.91,-24.73
106.36,41.96,-24.56
112.57,37.37,-19.02
121.37,21.34,-10.15
126.3,3.72,-3.85
125.25,-23.95,8.05
107.62,-51.75,34.64
