yaw,pitch,roll
28.59,-18.23,22.31
28.47,-10.9,18.08
31.08,8.95,9.53
38.69,32.02,-2.21
49.29,51.49,-16.66
55.75,59.89,-27.68
54.26,58.4,-29.57
46.62,48.65,-23.32
39.78,36.95,-17.67
31.08,16.48,-9.48
30.39,-15.95,-0.97
41.39,-46.44,23.27
48.66,-55.73,62.74
41.46,-49.07,56.14
31.9,-13.73,19.92
39.25,22.81,2.55
47.11,41.81,-8.44
52.12,50.92,-16.67
52.87,53.59,-23.31
46.67,46.15,-21.28
35.71,24.76,-10.82
30.12,-1.22,-1.55
37.17,-25.74,5.58
44.93,-45.77,24.85
47.16,-53.22,56.77
38.94,-41.86,46.23
37.75,-1.58,14.94
46.83,29.28,-0.32
53.12,44.22,-8.87
57.25,53.32,-16.63
55.3,52.71,-23.81
48.28,39.99,-19.82
41.41,21.93,-10.73
35.84,4.66,-1.51
35.71,-16.68,8.92
35.75,-26.91,17.91
35.39,-24.18,17.8
34.58,-18.37,15.74
33.85,-15.13,14.53
34.71,-11.41,10.58
38.07,-8.06,3.21
46.1,-32.28,10.85
46.37,-50.58,62.49
39.73,-44.39,68.41
42.14,11.52,11.57
64.42,59.76,-18.18
68.59,70.01,-54.95
65.68,67.18,-59.47
56.59,51.73,-34.37
45.9,21.43,-14.51
51.72,-17.96,0.12
56.26,-52.47,37.24
50.75,-51.17,87.81
43.54,-45.18,72.41
54.84,9.09,12.11
67.6,49.86,-9.83
70.63,64.7,-31.59
68.08,65.7,-47.72
61.71,51.86,-34.38
55.38,21.07,-15.87
54.64,-15.91,-0.35
61.1,-44.81,18.44
56.28,-55.52,62.92
47.73,-48.07,79.32
54.45,-17,26.64
68.79,24.67,4.88
73.03,48.29,-10.78
73.68,61.58,-26.63
70.89,63.84,-40.53
66.99,56.1,-36.39
64.03,39.94,-23
62.75,26.95,-13.08
62.02,20.78,-8.44
60.34,14.81,-6.15
58.06,-2.35,0.6
64.45,-26.03,7.97
62.22,-50.39,41.54
51.98,-50.31,74.89
51.07,-42.52,58.09
72.65,9.45,14.41
80.44,42.75,-1.11
79.7,60.57,-18.11
74.69,58.77,-29.15
72.53,38.68,-19.99
70.54,10.09,-9.86
72.96,-30.38,8.39
62.73,-58.07,62.92
47.97,-131.57,104.22
52.25,-44.98,69.65
84.1,7.15,18.02
86.22,38.58,-0.3
84.05,57.49,-16.43
80.31,64.56,-32.95
78.47,57.35,-32.45
81.93,34.34,-17.23
83.55,7.4,-8.23
82.8,-19.61,0.91
77.26,-47.8,24.38
66.08,-56.57,60.85
60.8,-50.33,64.37
88.91,-9.19,18.92
96.03,33.4,-0.38
89.67,55.58,-17.97
83.14,62.85,-34.66
80.35,58.57,-38.47
82.81,44.18,-27.74
85.78,29.62,-18.89
86.56,10.44,-9.54
88.14,-16.13,0.39
86.1,-42.53,17.75
66.83,-58.65,67.32
58.81,-53.18,76.69
98.5,-9.74,19.08
101.96,33.59,-2.35
94.46,51.54,-17.91
86.42,55.15,-32.97
87.16,45.7,-30.72
94.24,22.2,-17.83
94.87,2.22,-6.87
92.38,-13.09,1.73
86.58,-26.72,13.67
86.17,-21.01,13.05
86.99,-11.16,10.88
88,-8.91,12.79
90.56,-5.88,10.94
95.03,-1.93,5.44
99.84,-2.17,4.37
100.89,-8.19,9.62
98.37,-16.91,15.79
86.55,-32.27,30.75
77.44,-33.49,39.3
97.61,-1.41,17.4
102.67,40.88,0.09
94.82,63.5,-17.79
85.67,72.19,-44.1
85.18,63.33,-41
95.79,36.76,-21.63
101.11,-4.04,-8.49
100.49,-31.12,0.64
91.36,-48.28,23.41
78.7,-52.15,49.48
74.79,-46.88,53.1
110.63,2.6,14.48
111.63,35.67,-1.01
99.42,61.32,-22.92
91.7,63.05,-39.04
99.37,49.46,-30.97
107.24,28.39,-20.84
109.1,-0.25,-8.46
109.97,-25.83,3.37
102.19,-41.13,21.29
90.74,-48.27,41.27
80.6,-47.34,55.27
80.39,-44.07,54.63
118.31,-1.78,17.57
118.9,34.51,1.46
112.71,52.25,-10.53
100.58,64.51,-31.26
94.92,63.31,-43.83
108.96,46.27,-31.1
117.51,15.11,-11.81
113.88,-11.82,4.18
109.7,-25.58,13.95
109.07,-24.26,15.87
111.13,-16.98,14.38
112.79,-13.03,16.56
114.18,-10.64,14.57
117.64,-8.46,8.62
117.82,-18.06,12.18
103.1,-38.42,32.38
86.37,-41.61,49.93
99.08,-29.81,38.72
122.79,22.33,9.23
111.15,62.16,-14.49
100.19,69.22,-37.81
105.82,60.95,-37.57
121.48,35.82,-20
127.58,-0.44,-3.93
117.49,-33.65,18.23
89.82,-46.32,54.06
83.57,-42.43,58.86
123.67,-8.08,22.32
126.46,36.72,3.48
114.05,63.64,-17.01
106.02,67.6,-36.46
122.19,53.3,-28.35
133.23,30.07,-18.78
130.21,1.07,-6.29
129,-16.64,0.63
127.23,-29.89,11.03
118.68,-45.13,33.17
92.69,-49.14,62.67
94.29,-44.11,61.93
135.51,-15.7,27.38
140.95,21.24,9.15
137.74,45.8,-2.09
131.07,59.2,-12.5
121.8,64.75,-29.85
125.19,60.17,-33.55
137.68,41.53,-22.57
139.66,29.3,-16.03
140.49,26.48,-14.32
140.37,26.75,-14.14
140.84,23.28,-13.13
139.14,11.16,-7.72
137.88,-7.33,-2.05
136.22,-32.61,10.61
123.18,-51.45,44.52
87.89,-48.79,76.43
104.23,-41.57,70.44
145.31,-3.09,24.39
146.46,31.86,5.52
145.48,47.68,-7.7
143.46,56.96,-20.72
140.88,58.96,-28.4
144.04,49.4,-23.33
147.16,30.88,-13.87
146.24,4.83,-4.42
147.5,-24.97,7.51
141.76,-45.97,31.33
133.8,-51.3,64.39
128.8,-47.23,69.81
154.34,-16.73,20.53
156.15,22.92,2.81
153.8,47.21,-11.55
151.4,57.16,-23.93
154.52,54.18,-29.82
157.68,49.13,-28.33
158.22,36.96,-22.81
154.3,14.91,-14.5
155.34,-3.55,-5.62
157.49,-25.16,8.27
161.94,-43.37,34.82
171.23,-49.1,67.51
164.62,-44.3,61.78
162.31,-18.4,29.06
162.65,22.37,7.8
164.86,48.78,-7.44
170.16,61.24,-26.5
172.84,62.47,-41.63
171.73,57.22,-42.28
168.65,46.08,-33.25
164.73,31.03,-22.49
161.8,17.62,-13.9
160.12,13.2,-10.39
157.18,8.87,-6.38
155.2,3.35,-2.43
152.41,-3.05,2.58
150.92,-10.56,5.03
153.44,-24.3,9.19
162.18,-44.65,27.25
165.69,-47.36,54.9
162.58,-40.55,52.17
162.89,-5.77,23.18
164.26,31.51,6.5
170.48,53.94,-12.48
177.58,59.01,-26.96
175.95,52.02,-26.31
168.6,34.41,-15.84
164.31,3.85,-3.28
165.58,-22.91,11.6
168.78,-34.36,30.14
176.02,-40.95,53.41
174.93,-36.65,57.42
168.49,-11.28,27.59
172.87,22.78,8.01
-176.56,49.11,-8.11
-166.96,57.98,-23.92
-170.53,51.57,-26.94
179,32.92,-19.65
172.17,9.38,-9.24
175.78,-12.51,2.83
-178.76,-37.09,20.93
-170.66,-48.28,44.03
-170.8,-46.15,54.25
-178.48,-31.65,35.98
-179.61,7.54,13.04
-174.65,34.02,1.38
-163.34,52.64,-11.7
-153.22,60.17,-29.46
-155.7,56.21,-34.34
-162.79,49.01,-29.12
-171.1,38.81,-22.62
178.85,18.01,-10.99
177.82,-5.93,-0.34
-175.15,-31.92,10.89
-160.95,-51.28,33.76
-137.96,-57.13,72.63
-137.08,-52.45,80.91
-169.4,-31.01,34.25
-173.1,8.4,10.88
-164.04,40.19,-5.51
-148.95,57.85,-26.51
-146.25,59.23,-41.4
-152.7,54.42,-38.35
-162.94,45.9,-29.82
-172.32,32.62,-17.62
-177.21,23.21,-8.71
179.7,15.83,-3.65
177.32,9.2,-0.49
178,-2.12,-0.18
-171.9,-31.94,12.4
-147.21,-55.86,60.15
-106.26,-135.26,108.73
-151.11,-45.34,70.48
-171.44,-0.53,17.81
-160.87,40.16,-3.33
-146.37,57.49,-24.14
-142.74,58.93,-36.87
-156.52,43.95,-25.95
-169.89,15.48,-9.72
