yaw,pitch,roll
81.51,30.76,0.11
78.78,58.17,-25.43
73.43,65.35,-53.33
71.1,55.9,-44.97
72.32,38.06,-29.52
76.05,12.53,-17.7
80.51,-7.56,-7.05
83.76,-30.65,7.99
70.35,-47.57,40.29
62.39,-45.79,53
78.6,-12.98,21.8
86.31,22.49,3.45
82.77,50.29,-19.08
74.11,61.08,-47.48
69.76,55.91,-52.43
70.74,47.37,-42.92
75.56,32.08,-27.36
77.97,27.24,-19.72
79.5,23.71,-15.3
80.63,20.85,-12.63
81.13,19.85,-10.96
82.22,21.27,-11.23
81.82,26.08,-14.29
80.03,30.92,-18.9
78.45,29.34,-19.58
78.55,31.09,-20.94
77.96,36.79,-23.95
77.91,37.2,-23.35
77.64,35.43,-23.22
76.69,34.23,-23.78
76.84,30.08,-21.18
80.37,5.55,-12.94
85.94,-22.89,-4.43
85.3,-49,13.89
66.41,-63.76,78.64
49.66,-127.07,105.77
71.43,-42.81,48.5
95.97,0.76,13.86
93.45,43.4,-9.46
84.37,57.58,-30.81
78.68,56.67,-42.46
80.21,46.27,-34.81
86.19,24.82,-20.87
95.73,-2.53,-12.78
101.32,-20.13,-6.47
101.09,-29.35,0.75
95.67,-45.32,20.64
78.11,-53.61,50.43
85.79,-38.93,37.1
102.04,-0.03,12.36
99.26,34.45,-6.98
89.02,54.77,-27.01
77.01,61.57,-53.1
72.59,58.14,-58.94
76.25,51.64,-48.44
83.51,39.31,-32.68
90.91,27.54,-21.1
94.5,18.28,-14.84
94.34,12.93,-10.89
93.38,8.32,-7.61
92.29,4,-4.86
94.41,-7.41,-0.67
97.7,-33.45,11.8
82.59,-52.45,42.86
65.97,-53.28,69.09
82.63,-40.95,46.13
108.32,5.57,13.04
103.04,41.58,-5.49
87.8,61.21,-35.55
75.69,62.68,-61.06
75.32,57.51,-58.42
84.33,45.61,-41.62
98.21,20.79,-23.82
104.16,-2.26,-13.32
109.48,-26.58,-4.52
99.13,-52.81,22.84
77.77,-61.53,61.52
63.98,-56.53,78.84
84.36,-44.42,52.17
112.99,-8.11,18.89
112.86,30.61,0.1
104.32,48.44,-15.26
97.13,54.35,-28.09
93.28,54.99,-35.78
96.01,47.8,-31.61
101.03,35.96,-24.3
105.9,18.41,-14.05
105.83,8.95,-8.38
103.31,3.85,-5.13
101.31,-3.01,-2.41
99.21,-13.92,1.52
103.22,-26.65,2.35
102.47,-43.5,17.58
85.71,-52.93,47.51
79.92,-47.44,55.73
105.01,-23.83,32.06
116.09,20.95,9.06
106.17,50.67,-15.01
92.57,61.38,-41.52
86.11,60.4,-53.07
97.03,48.66,-39.9
112.89,21.12,-21.14
116.98,-10.18,-7.02
115.27,-32.24,6.63
101.46,-50.27,36.98
74.61,-50.96,68.62
84.47,-41.73,61.48
123.17,-11.11,29.03
125.67,27.4,6.95
119.84,49.89,-12.55
110.81,59.6,-32.76
106.13,59.89,-43.31
110.6,54.14,-39.45
116.16,48.84,-32.83
120.79,40.7,-24.71
123.98,30.91,-18.07
126.08,17.4,-11.35
126.66,-3.33,-4.16
123.52,-21.79,5.84
121.07,-33.24,15.23
109.78,-48.42,40.44
93.04,-51.05,60.92
111.8,-41.32,47.87
131.83,-6.38,17.26
129.35,34.41,-4.67
114.04,58.2,-31.23
95.86,63.86,-58.8
100.52,60.19,-56.59
117.07,47.32,-39.13
126.28,28.48,-25.46
131.72,13.58,-20.93
133.02,-1.27,-9.6
128.98,-15.29,5.66
125.17,-31.08,19.47
106.36,-46.8,52.12
83.87,-46.57,70.91
126.88,-30.29,42.58
138.06,6.97,18.18
135,38.39,0.73
123.25,60.83,-24.46
108.31,66.17,-51.18
113.48,61.09,-52.71
127.45,47.13,-35.71
133.93,21.46,-17.48
135.27,-4.71,-5.48
127.51,-26.04,8.38
128.32,-22.16,7.7
127.22,-15.53,6.42
127.44,-9.23,3.18
