87.47,-48.45,9.07
81.01,-56.1,29.33
75.06,-59.73,46.28
77.95,-46.81,32.99
90.78,0.21,8.95
85.7,40.04,-9.24
78.08,52.32,-25.94
72.37,48.82,-33.87
76.34,29.95,-24.19
84.37,-4.13,-11.8
85.07,-25.89,-0.81
87.72,-14.22,-0.55
91.33,2.75,-6.08
90.13,16.14,-12.37
88.86,23.1,-17.66
88.71,26.54,-20.31
90.58,26.58,-19.49
93.37,26.04,-17.98
96.13,24.68,-17.07
98.21,24.52,-16.78
100.81,25.23,-14.7
101.3,25.8,-13.98
102.19,24.19,-13.23
102.91,22.35,-12.58
102.87,20.74,-11.69
103.43,18.98,-10.13
103.5,17.47,-8.99
103.85,14.66,-8.17
104.08,12.46,-7.87
103.85,10.11,-7.29
103.88,5.76,-5.69
103.8,5.72,-6.7
104.38,5.99,-6.88
105.04,5.71,-6.52
105.98,2.63,-5.33
104.57,-21.66,7.95
91.53,-43.33,32.2
102.36,-11.02,18.65
99.49,34.83,-2.29
87.6,51.93,-22.78
89.25,31.41,-19.51
94.84,-5.99,-9.55
96.41,-25.52,-3.92
97.81,-36.33,3.78
91.78,-47.38,20.74
87.45,-48.82,31.34
89.53,-41.82,28.98
99.44,-15.04,14.11
97.86,27.78,-4.13
86.64,49.6,-22.93
79.41,52.88,-35.26
80.84,43.81,-31.13
90.9,11.48,-15.25
92.77,-14.73,-2.26
96.92,-9.37,-0.94
100.18,9.54,-8.46
98.54,17.94,-13.36
97.83,22.33,-15.64
97.61,23.6,-15.52
97.51,23.83,-15.79
97.21,24.29,-16.68
99.36,23.24,-15.33
99.39,23.79,-16.2
100.54,23.3,-15.41
104.02,21.03,-12.71
109.8,12.84,-7.91
112.71,-7.3,4.18
106.67,-33.58,20.56
103.3,-31.92,27.01
109.23,15.1,5.75
94.26,51.77,-19.4
89.22,50.41,-27.82
98.41,21.79,-16.5
102.02,-12.63,-7.9
103.19,-32.23,2.69
96.76,-47.91,20.03
91.73,-50.7,33.93
100.11,-37.07,24.53
108.12,11.93,2.88
94.44,45.23,-16.95
83.95,52.38,-32.55
84.5,45.34,-30.27
89.5,33.32,-24.41
98.92,5.1,-13.42
100.43,-19.84,-3.27
101.77,-21.89,-0.84
106.53,-7.44,-5.84
105.96,10.58,-14.24
105.04,20.46,-19.02
105.07,23.94,-20.19
106.93,23.98,-17.7
108.67,23.04,-15.65
110.89,22.08,-15.33
114.3,20.1,-14.31
119.46,11.02,-8.97
122.59,-8.19,2.23
117.03,-30.9,18.99
116.6,-23.37,23.19
116.18,24.39,3.95
100.09,52.3,-19.33
95.52,49.42,-28.1
103.13,31.01,-21.7
110.53,-3.88,-11.43
109.99,-26.5,-0.72
105.81,-43.68,14.42
100.66,-51.75,29.24
104.82,-45.07,29.4
118.73,-4.11,9.56
116.58,-2.8,5.35
111.75,-36.55,14.49
107.09,-45.4,25.81
120.18,-15.04,13.59
108.45,40.92,-11.45
89.67,56.8,-36.9
87.56,50.69,-38.97
98.64,33.87,-27.87
110.93,2.93,-12.41
112.4,-11.11,-5.02
114.25,-2.53,-5.08
116.52,8.87,-6.68
117.28,11.85,-6.51
116.93,14.87,-7.79
116.79,18.05,-10
116.45,20.04,-12.67
116.45,21.96,-15.47
119.5,22.62,-15.57
120.69,23.27,-15.67
120.77,24.81,-17.21
122.81,22.83,-15.06
126.88,18.8,-11.89
131.86,7.46,-6.55
132.71,-15.23,8.27
129.09,-34.46,21.81
131.18,-8.83,14.73
120.13,37.98,-5.43
99.47,59.22,-33.2
103.86,48.98,-31.16
121.4,18.08,-16.49
123.34,4.79,-12.84
123.3,7.26,-13.81
122.21,-5.74,-7.9
120.72,-16.71,-3.03
121.73,-29.87,2.55
117.09,-42.66,15.43
111.46,-49.78,30.42
111.18,-48.38,34.28
125.09,-23.23,17.85
120.18,30.55,-3.86
102.25,52.58,-25.5
96.22,49.76,-35.16
108.47,31.82,-25.73
118.93,5.25,-14.03
118.49,-22.86,-3.43
116.53,-25.28,5.15
123.71,-7.2,0.63
128.46,4.85,-3.12
129.1,14.82,-9.83
127.85,25.57,-18.06
129.88,29.15,-20.72
133.17,29.12,-19.13
133.55,28.54,-19.18
131.53,25.34,-13
131.21,24.52,-13.63
132.27,24.19,-14.77
133.78,23.36,-14.96
135.45,22.17,-14.01
137.73,20.55,-13.71
139.67,15.29,-9.89
139.32,-2.28,2.13
138.27,-14.79,10.89
135.85,-12.28,16.12
134.21,-9.04,14.18
132.68,-5.03,12.12
132.44,8.53,6.68
121.62,42.24,-10.95
97.77,60.25,-43.29
104.41,51.67,-38.15
121.78,25.44,-18.45
123.6,-1.29,-5.98
123.47,-3.88,-3.08
127.57,-9.91,-4.38
128.85,-28.06,6.67
128.43,-37.7,16.65
130.73,-38.18,19.33
133.45,-32.94,19.75
131.82,-7.82,4.71
132.65,-3.27,-1.7
136,-15.65,8.8
134.78,-22.46,18.05
134.84,-4.75,11.27
129.81,12.86,1.84
130.29,10.4,-3.3
136.16,-7.77,5.09
134.77,-19.87,18.36
131.67,9.12,7.08
116.76,43.65,-16.9
98.89,53.7,-39.85
96.03,49.05,-42.64
106.38,36.76,-32.27
111.29,28.39,-28.16
118.52,9.76,-19.24
119.92,-16.14,-8.54
120.94,-21.12,-2.55
126.33,-4.7,-3.74
130,13.78,-10.07
127.51,27.03,-21.12
127.37,34.86,-28.68
130.14,33.9,-24.5
132.8,29.32,-18.54
134.33,27.3,-16.44
137.24,24.66,-15.37
142.1,18.2,-10.7
146.77,-0.68,-0.07
147.82,-30.77,18.45
147.49,-34.01,28.53
145.06,5.66,13.05
129.68,47.15,-12.23
117.69,54.26,-30.66
130.77,29.23,-21.15
134.13,-4.13,-10.88
132.75,-25.62,-3.36
132.37,-40.35,8.98
131.3,-46.96,24.39
126.7,-50.94,37.53
136.01,-39.98,31.32
140.86,4.12,8.13
131.44,35.93,-9.99
118.81,50.09,-26.62
110.03,51.72,-37.28
112.61,46.14,-35.35
126.87,29.73,-24.82
135.32,-1.85,-12.1
132.65,-27.12,0.87
136,-24.42,5.33
141.71,-7.92,1.58
143.28,5.99,-2.75
142.66,19.7,-11.61
144.69,23.74,-14.97
146.58,24.76,-13.5
148.52,23.38,-12.74
149.77,22.81,-13.31
152.95,16.72,-11.08
155.45,1.46,-2.85
156.6,-16.89,10.72
160.08,-29.18,21.6
160.97,-27.02,26.32
154.89,3.1,15.58
137.57,52.02,-14.34
124.16,60.09,-40.37
136.3,49.06,-34.07
146.7,16.69,-18.34
145.61,-11.9,-8.23
147.97,-27.7,1.85
150.61,-38.77,12.58
152.01,-46.19,22.1
154.3,-48.71,30.19
155.18,-40.7,26.72
154.64,-12.61,11.28
149.64,17.49,-3.09
140.89,37.74,-16.25
131.28,46.38,-28.83
129.53,41.76,-32.18
134.62,31.77,-27.23
137.72,23.78,-24.03
134.21,31.46,-28.41
127.15,43.41,-35.3
123.82,49.09,-38.2
128.54,46.35,-32.97
132.33,37.81,-28.33
138.62,19.69,-18.79
139.34,-14.15,-6.6
137.27,-28.32,2.66
145.75,-14.71,0.04
149.42,1.91,-5.78
149.34,14.29,-12.92
151.1,16.92,-14.6
153.55,15.41,-12.69
154.47,14.67,-12.13
155.66,13.71,-11.01
157.71,11.32,-8.96
160.61,6.83,-6.33
163.91,-6.77,2.9
169.45,-28.39,22.3
171.28,-27.73,30.4
163.04,3.83,17.27
152.5,46.34,-5.87
139.34,63.43,-40.75
141.52,58.74,-47.54
152.95,33.95,-23.22
154.39,3.06,-11.25
155.87,-24.26,-0.56
158.66,-45.57,13.26
164.24,-58.22,36.37
165.16,-54.85,40.2
162.21,-50.54,36.33
158.57,-44.47,28.28
157.08,-44.58,19.8
163.16,-53.43,32.13
163.98,-46.04,29.7
160.55,-2.31,7.44
151.93,43.75,-16.87
139.87,55.89,-41.43
142.45,48.43,-39.99
150.67,32.9,-27.31
153.16,7.58,-15.49
152.83,-7.49,-5.71
157.93,0.83,-6.92
160.44,13.1,-8.1
160.77,22.63,-14.24
163.12,28.52,-19.75
165.5,27.4,-18.04
166.86,25.08,-15.2
168.4,24.2,-14.57
169.64,24.29,-15.31
171.29,22.88,-14.31
173.27,18.83,-10.78
173.03,8.71,-4.05
171.33,9.43,-3.83
171.78,10.93,-4.15
172.73,10.92,-4.26
173.32,10.17,-3.73
174.76,8.17,-3.77
176.45,2.8,-1.9
178.27,-19.19,12.91
-179.8,-31.17,26.94
170.48,16.32,5.67
168.52,53.09,-19.21
168.1,54.5,-32.97
166.23,41.19,-26.06
164.48,19.33,-15.94
160.91,-9.64,-5.11
166.52,-29.93,5.43
172.2,-40.07,16.39
-177.65,-47.78,33.21
-173.65,-46.41,39.69
178.61,-30.41,26.84
170.03,20.67,5.08
165.23,53.04,-19.61
159.48,56.84,-36.72
161.48,46.41,-30.38
161.77,16.09,-14.82
161.36,-10.32,-2.41
165.87,-8.29,-1.5
170.37,6.75,-6.32
170.42,16.32,-11.32
170.4,21.57,-13.9
170.87,21.23,-13.67
171.61,20.04,-12.96
172.35,18.66,-11.97
172.46,17.98,-11.39
172.6,17.72,-10.75
173.7,15.88,-9.73
175.38,10.28,-6.95
173.25,10.27,-4.92
171.93,10.82,-5.51
171.18,12.31,-7.06
171,12.3,-7.81
171.9,11.69,-7.27
173.5,13.25,-7.19
175.75,12.94,-5.05
177.44,10.58,-3.77
178.34,8,-1.65
178.77,5.46,-0.09
179.94,4.86,0.08
-179.35,3.04,0.18
-178.02,0.96,0.51
-175.51,-14.9,10.18
-175.11,-26.15,19.03
179.23,-6.86,14.26
175.24,26.21,1.73
175.51,38.82,-6.06
176.7,50.68,-17.07
177.5,54.11,-31.5
172.79,33,-20.9
167.02,-2.64,-8.39
168.45,-22.42,-0.4
174.57,-36.23,12.42
-179.55,-38.46,24.03
178.5,-25.13,20.12
173,-0.79,8.16
173.27,-10.63,5.71
176.45,-24.45,8.97
-176.86,-35.94,21.74
-179.66,-21.39,19.35
173.98,35.99,-5.35
176.31,60.2,-39.84
172.98,54.97,-45.96
170.52,37.93,-30.77
168.34,13.55,-16.12
167.8,-9.52,-3.75
172.51,-8.41,-1.76
175.98,-0.72,-0.23
175.95,2.01,-0.69
175.19,7.52,-3.64
174.92,11.12,-7.03
176.01,13.41,-8.75
176.86,17.92,-11.34
178.09,20.34,-13.42
178.46,19.6,-12.79
178.94,19.52,-12.8
-179.74,18.47,-11.24
-178.6,17.39,-10.64
-179.15,16.85,-10.81
178.79,13.55,-9.43
179.6,14.14,-10.26
-179.2,15.06,-9.94
-179.09,12.57,-5.51
-179.27,9.55,-3.01
-178.61,7.38,-1.25
-177.8,6.19,-1.08
-176.66,5.35,-1.15
-174.9,3.13,0.06
-172.09,-11.32,8.89
-169.17,-27.47,25.02
-176.93,-3.19,17.98
-179.23,43.22,-1.56
-167.34,64.31,-30.92
-175.55,50.67,-26.12
176.2,15.15,-11.22
172.47,-20.89,1.17
-179.49,-47.29,21.65
-140.31,-63.29,69.39
-99.23,-119.47,103.34
-159.09,-58.89,57.6
-171.82,-59.15,37.3
-150.44,-64.97,58.63
-139.61,-61.48,69.84
-177.2,-9.43,17.55
-177.45,40.29,-2.17
-167.75,62.34,-24.63
-162.34,63.9,-45.09
-173.38,53.48,-34.93
179.91,34.12,-20.42
176.59,-2.17,-5.15
179.24,-27.87,9.59
-178.36,-12.74,7.59
-176.89,1.69,-0.3
-177.22,4.53,-2.07
-177.6,8.25,-4.46
-175.23,19.21,-12.85
-171.52,22.33,-13.8
-170.82,21.89,-11.69
-172.08,18.71,-7.33
-172.93,15.51,-4.15
-173.17,14.28,-2.85
-171.52,16.47,-4.56
-170.27,17.09,-4.65
-168.36,16.47,-3.86
-167.39,8.63,-0.36
-167.84,5.37,1.04
-167.64,12.63,-1.94
-165.36,10.1,-1
-163.28,5.55,2.54
-159.62,-10.79,12.19
-160.83,-23.14,27.3
-169.31,-10.18,23.15
-169.59,32.86,1.29
-159.38,56.11,-24.75
-166.54,45.18,-23.04
-176.46,14.64,-10.61
-179.26,-5.98,-3.92
-179.1,-16.85,0.01
-171.76,-28.11,6.07
-163.81,-40.84,15.21
-154.34,-51.55,31.27
-150.5,-54.65,42.8
-170.68,-16.89,14.69
-174.16,26.53,-4.92
-170.6,45,-21.34
-171.1,48.29,-32.08
-175.47,41.85,-31.39
-179.69,24.52,-21.64
178.25,-1.16,-11.12
-179.05,-40.99,3.13
-169.99,-58.16,24.71
-171.61,-29.54,12.7
-170.29,-4.03,1.31
-168.32,12.79,-6.49
-165.33,20.6,-12.61
-162.58,21.32,-13.43
-159.86,23.28,-15.74
-158.23,23.21,-15.16
-158.21,21.18,-12.93
-157.02,21,-12.32
-155.55,20.12,-10.64
-157.89,1.27,2.4
-155.4,-28.38,24.82
-158.78,-21.4,30.86
-163.07,-2.89,22.79
-162.19,19.19,11
-142.8,59.21,-22.44
-141.71,60.12,-40.16
-157.94,36.76,-21.9
-164.37,17.43,-16.71
-168.44,-9.78,-8.24
-159.27,-32.68,4.03
-147.16,-50.26,26.19
-131.14,-61.12,62.86
-130.42,-59.96,69.63
-158.1,-24.74,21.53
-160.79,26.61,-0.51
-155.74,46.43,-16.4
-152.07,53.25,-29.41
-158.4,48.55,-31.09
-162.88,40.63,-26.06
-169.76,4.22,-12.02
-164.15,-34.68,0.42
-164.67,-29.44,8.95
-163.24,-9.57,3.89
-160.84,3.19,0.6
-159.19,15.23,-6.05
-156.31,22.47,-11.98
-153.08,25.88,-14.08
-150.44,26.89,-13.46
-150.02,24.57,-10.41
-149.25,23.13,-9.35
-148.09,18.91,-7.51
-147.01,5.96,-1.63
-144.81,-23.17,15.77
-144.63,-30.11,29.79
-151.91,-4.88,19.81
-146.43,36.31,0.3
-129.71,62.36,-34.96
-138.71,53.33,-36.24
-154.04,21.44,-18.77
-157.85,-8.93,-5.88
-149.32,-29.85,8.37
-138.7,-48.88,33.67
-127.19,-59.24,69.4
-129.23,-57.09,72.4
-150.88,-18.16,22.7
-148.72,24.92,4.43
-143.21,45.89,-9.46
-141.39,53.51,-24.11
-146.26,48.92,-27.12
-152.86,34.17,-20.92
-158.42,3.73,-9.01
-154.81,-26.11,3.86
-153.36,-15.27,4.29
-149.57,-1.17,-0.09
-149.41,5.9,-2.54
-149.72,14.44,-7.35
-147.2,22.02,-12.65
-142.55,28.69,-15.76
-139.91,29.24,-16.42
-137.24,28.75,-15.12
-140.85,24.43,-13.85
-141.95,24.32,-16.62
-139.89,22.95,-14.82
-137.8,23,-11.99
-136.32,22.99,-9.62
-135.33,21.67,-8.75
-133.91,19.54,-6.49
-131.82,11.92,-2.51
-130.42,-16.92,12.21
-132.57,-32.29,30.13
-140.63,-1.66,18.76
-133.67,44.13,-6.28
-128.98,56.83,-28.88
-141.14,32.17,-18.17
-146.38,-10.1,-4.12
-142.18,-32.52,5.71
-130.86,-51.2,19.95
-129.53,-53.51,35.39
-135.99,-35.69,24.27
-141.56,12.68,2.85
-141.73,-7.96,4.76
-131.08,-44.12,19.34
-123.72,-59.08,53.13
-137.32,-6,13.79
-133.58,38.41,-7.69
-128.78,55.39,-29.98
-133.7,50.81,-35.3
-142.65,27,-21.98
-144.08,-1.17,-11.01
-138.75,-31.19,-0.16
-132.07,-49.02,15.51
-137.29,-26.15,9.64
-135.65,-6.07,1.85
-134.25,2.64,-1.72
-133.42,-0.17,-1.02
-133.43,-3.16,0.65
-133.36,-0.62,-0.15
-132.32,-1.55,2.01
-131.56,-1.89,1.9
-130.82,1.62,2.39
-129.49,14.75,-3.3
-127.21,26.22,-7.97
-125.61,33.34,-13.45
-125.85,35.82,-18.27
-125.88,33.16,-18.83
-126.64,22.75,-13.12
-127.56,11.18,-7.37
-129.59,3.17,-2.83
-131.63,0.2,-0.42
-132.81,-1.46,-0.64
-134.99,14.81,-10.87
-134.84,29.32,-21.67
-134.28,36.3,-30.15
-133.11,35.35,-27.4
-132.54,27.58,-18.04
-128.16,9.47,-4.37
-125.47,-16.73,10.91
-122.54,-36.66,23.63
-133.32,-8.74,15.52
-131.15,32.94,-14.81
-129.57,38.07,-23.61
-128.86,36.78,-24.09
-127.22,32.93,-20.79
-125.54,28.85,-18.13
-122.24,12.12,-7.31
-122.33,-21.35,16.17
-125.59,-34.65,34.92
-124.74,9.29,12.72
-118.17,54.54,-21.34
-125.46,46.82,-28.83
-132.38,11.25,-15.02
-130.53,-20.94,-4.22
-120.3,-48.15,19.09
-117.87,-62.41,63.02
-121.6,-59.2,79.41
-124.77,-55.52,66.42
-125.74,-42.29,31.26
-126.48,-18.63,8.46
-123.4,-18.17,5.12
-119.7,-25.07,8.01
-118.39,-40.41,22.11
-114.55,-47.2,23.48
-115.17,-49.88,29.19
-118.81,-43.67,30.32
-120.16,-2.99,11.7
-117.75,48.29,-16.8
-119.68,60.76,-50.87
-124.78,57.53,-68.08
-132.11,48.98,-54.1
-134.92,39.95,-41.31
-136.49,13.92,-24.86
-127.5,-19.8,-13.16
-117.06,-49.07,3.35
-119.44,-45.37,13.25
-120.84,-28.74,10.8
-118.02,-16.84,6.47
-115.52,-11.64,5.16
-114.35,-8.99,1.27
-113.39,-5.46,-4.44
-108.96,-6.54,-6.25
-105.47,-6.92,-1.1
-104.8,-6.66,3.6
-108.93,-9.12,8.87
-110.98,4.31,4.86
-111.98,9.99,1.08
-113.5,11.06,1.62
-116.05,10.85,0.18
-116.84,24.01,-9.12
-116.45,43.63,-27.26
-116.08,49.24,-33.97
-115.26,49.7,-33.89
-115.5,49.49,-33.56
-115.11,47.6,-30.41
-113.3,42.46,-23.91
-111.17,37.2,-18.11
-108.1,28.94,-11.81
-104.27,7.56,0.19
-109.09,-34.78,25.83
-113.61,-28.53,30.52
-108.77,29.85,2.99
-111.12,61.07,-33.8
-117.28,46.5,-29
-118.95,20.67,-18.07
-115.23,-9.37,-8.37
-108.6,-35.12,0.73
-106.73,-65.4,38.32
-113.4,-115.06,113.87
-112.31,-51.23,36.52
-110.06,4.58,4.3
-112.46,31.31,-9.75
-117.57,47.21,-26.51
-122.42,44.89,-32.42
-123.79,36.54,-27.88
-123.57,18.28,-19.13
-118.06,-8.94,-11.34
-113.02,-30.64,-3.22
-111.03,-40.3,5.94
-109.51,-43.18,13.16
-108.48,-34.92,9.57
-105.77,-19.08,3.63
-106.46,9.76,-7.45
-108.6,25.59,-15.88
-106.84,22.62,-12.7
-106.45,22.51,-13.22
-106.96,26.36,-18.64
-108.6,28.3,-20.67
-108.27,28.69,-20.06
-107.1,28.65,-19.1
-105.64,26.3,-16.45
-102.87,24.2,-13.58
-97.75,13.68,-3.47
-97.47,-11.38,14.77
-101.61,-21.64,28.7
-96.1,3.51,21.23
-96.39,51.08,-1.67
-105.18,62.05,-30.88
-107.82,36.05,-19.38
-105.18,-10.36,-6.08
-98.52,-43.31,3.36
-104.34,-74.25,70.62
-114.88,-115.7,121.86
-103.91,-49.18,31.92
-96.53,12.68,3.13
-101.76,36.55,-10.84
-107.86,46.71,-24.44
-112.34,43.22,-28.93
-111.38,29.76,-22.89
-106.28,3.32,-12.36
-102.05,-29.44,2.39
-102.75,-29.67,8.68
-98.11,-7.84,0.5
-98.08,14.67,-10.19
-99.3,23.88,-17.03
-96.75,25.41,-16.29
-95.5,24.3,-13.87
-94.45,23.38,-11.47
-92.5,22.48,-9.05
-90.02,20.19,-6.71
-87.1,12.57,-1.14
-88.75,-20.25,16.42
-103.05,-48.34,44.2
-99.22,-41.29,34.54
-96.51,-27.1,27.42
-90.27,-12.09,16.17
-84.5,-0.85,6.77
-79.84,7.25,1.77
-78.48,13.62,-3.44
-78.03,15.49,-4.25
-76.74,11.22,-1.82
-76.49,1.27,4.97
-81.49,-13.57,15.99
-86.43,-7.82,17.25
-89.4,22.03,3.41
-101.35,51.93,-23.38
-109.31,55.48,-42.43
-107.15,38.05,-29.09
-100.31,-1.35,-11.74
-93.48,-31.56,-2.27
-93.7,-63.17,20.53
-106.86,-106.33,95.76
-109.88,-109.11,96.48
-88.75,-21.58,11.56
-95.71,28.35,-10.64
-105.71,46.44,-29.32
-111.15,47.93,-38.64
-111.77,42.12,-36.26
-109.35,38.87,-33.15
-109.23,45.75,-38.24
-109.43,46.4,-37.88
-106.42,33.84,-28.31
-99.98,8.03,-13.82
-93.34,-32.38,0.21
-96.18,-49.01,15.67
-92.27,-36.02,11.6
-88.8,-21.44,6.85
-87.61,-15.9,5.84
-87.31,-17.47,6.64
-86.95,-14.92,5.39
-86.61,4.14,-4.16
-89.69,23.38,-14.98
-89.33,27.96,-17.43
-86.82,28.64,-16.08
-83.53,28.12,-13.69
-80.44,26.74,-12.79
